specie,obj,ability,HP,Atk,Def,SpA,SpD,Spe,nature,iv_HP,iv_Atk,iv_Def,iv_SpA,iv_SpD,iv_Spe,move1,move2,move3,move4,teammate1,teammate2,teammate3,teammate4,teammate5
Urshifu-Rapid-Strike-Gmax,Choice Band ,Unseen Fist,4,0,0,0,0,0,Jolly,31,31,31,31,31,31,Aqua Jet,Surging Strikes,Detect,Close Combat,Stakataka,Calyrex-Shadow,Whimsicott,Thundurus,Indeedee-F
Indeedee-F,Iapapa Berry ,Psychic Surge,0,0,0,0,4,0,Bold,31,0,31,31,31,31,Expanding Force,Follow Me,Protect,Helping Hand,Stakataka,Calyrex-Shadow,Whimsicott,Thundurus,Urshifu-Rapid-Strike-Gmax
Groudon,Weakness Policy ,Drought,0,0,0,0,0,0,,31,31,31,31,31,31,Precipice Blades,Rock Slide,Fire Punch,Protect,Incineroar,Venusaur-Gmax,Charizard-Gmax,Comfey,Umbreon
Incineroar,Figy Berry ,Intimidate,0,0,0,0,0,0,,31,31,31,31,31,31,Fake Out,Flare Blitz,Parting Shot,Taunt,Groudon,Venusaur-Gmax,Charizard-Gmax,Comfey,Umbreon
Venusaur-Gmax,Life Orb ,Chlorophyll,0,0,0,0,0,0,,31,31,31,31,31,31,Leaf Storm,Sludge Bomb,Weather Ball,Sleep Powder,Groudon,Incineroar,Charizard-Gmax,Comfey,Umbreon
Charizard-Gmax,Lum Berry ,Solar Power,0,0,0,0,0,0,,31,31,31,31,31,31,Blast Burn,Air Slash,Heat Wave,Protect,Groudon,Incineroar,Venusaur-Gmax,Comfey,Umbreon
Comfey,Focus Sash ,Triage,0,0,0,0,0,0,,31,31,31,31,31,31,Giga Drain,Floral Healing,Taunt,Protect,Groudon,Incineroar,Venusaur-Gmax,Charizard-Gmax,Umbreon
Umbreon,Leftovers ,Inner Focus,0,0,0,0,0,0,,31,31,31,31,31,31,Foul Play,Snarl,Yawn,Moonlight,Groudon,Incineroar,Venusaur-Gmax,Charizard-Gmax,Comfey
Solgaleo,Weakness Policy ,Full Metal Body,0,0,0,0,0,0,,31,31,31,31,31,31,Sunsteel Strike,Rock Slide,Earthquake,Protect,Grimmsnarl,Incineroar,Spectrier,Zapdos,Tapu Fini
Grimmsnarl,Light Clay ,Prankster,0,0,0,0,0,0,,31,31,31,31,31,31,Reflect,Light Screen,Sucker Punch,Spirit Break,Solgaleo,Incineroar,Spectrier,Zapdos,Tapu Fini
Incineroar,Sitrus Berry ,Intimidate,0,0,0,0,0,0,,31,31,31,31,31,31,Fake Out,Flare Blitz,Taunt,Parting Shot,Solgaleo,Grimmsnarl,Spectrier,Zapdos,Tapu Fini
Spectrier,Focus Sash ,Grim Neigh,0,0,0,0,0,0,,31,31,31,31,31,31,Shadow Ball,Snarl,Bulldoze,Will-O-Wisp,Solgaleo,Grimmsnarl,Incineroar,Zapdos,Tapu Fini
Zapdos,Assault Vest ,Static,0,0,0,0,0,0,,31,31,31,31,31,31,Thunderbolt,Hurricane,Heat Wave,Volt Switch,Solgaleo,Grimmsnarl,Incineroar,Spectrier,Tapu Fini
Tapu Fini,Leftovers ,Misty Surge,0,0,0,0,0,0,,31,31,31,31,31,31,Moonblast,Muddy Water,Calm Mind,Protect,Solgaleo,Grimmsnarl,Incineroar,Spectrier,Zapdos
Kyogre,Mystic Water ,Drizzle,0,0,0,0,0,0,,31,31,31,31,31,31,Water Spout,Ice Beam,Thunder,Protect,Tornadus,Regieleki,Landorus-Therian,Ferrothorn,Dragapult
Tornadus,Focus Sash ,Prankster,0,0,0,0,0,0,,31,31,31,31,31,31,Tailwind,Rain Dance,Protect,Hurricane,Kyogre,Regieleki,Landorus-Therian,Ferrothorn,Dragapult
Regieleki,Magnet ,Transistor,0,0,0,0,0,0,,31,31,31,31,31,31,Thunderbolt,Electroweb,Protect,Thunder Cage,Kyogre,Tornadus,Landorus-Therian,Ferrothorn,Dragapult
Landorus-Therian,Assault Vest ,Intimidate,0,0,0,0,0,0,,31,31,31,31,31,31,Earthquake,Rock Slide,Fly,Brick Break,Kyogre,Tornadus,Regieleki,Ferrothorn,Dragapult
Ferrothorn,Leftovers ,Iron Barbs,0,0,0,0,0,0,,31,31,31,31,31,31,Body Press,Leech Seed,Iron Defense,Protect,Kyogre,Tornadus,Regieleki,Landorus-Therian,Dragapult
Dragapult,Life Orb ,Clear Body,0,0,0,0,0,0,,31,31,31,31,31,31,Phantom Force,Dragon Darts,Fly,Protect,Kyogre,Tornadus,Regieleki,Landorus-Therian,Ferrothorn
Yveltal,Assault Vest ,Dark Aura,0,0,0,0,0,0,,31,31,31,31,31,31,Oblivion Wing,Dark Pulse,Snarl,Foul Play,Porygon2,Metagross,Incineroar,Grimmsnarl,Regieleki
Porygon2,Eviolite ,Trace,0,0,0,0,0,0,,31,31,31,31,31,31,Foul Play,Eerie Impulse,Trick Room,Recover,Yveltal,Metagross,Incineroar,Grimmsnarl,Regieleki
Metagross,Weakness Policy ,Clear Body,0,0,0,0,0,0,,31,31,31,31,31,31,Iron Head,Ice Punch,Stomping Tantrum,Protect,Yveltal,Porygon2,Incineroar,Grimmsnarl,Regieleki
Incineroar,Sitrus Berry ,Intimidate,0,0,0,0,0,0,,31,31,31,31,31,31,Flare Blitz,Will-O-Wisp,Fake Out,Parting Shot,Yveltal,Porygon2,Metagross,Grimmsnarl,Regieleki
Grimmsnarl,Light Clay ,Prankster,0,0,0,0,0,0,,31,31,31,31,31,31,Spirit Break,Reflect,Light Screen,Fake Tears,Yveltal,Porygon2,Metagross,Incineroar,Regieleki
Regieleki,Focus Sash ,Transistor,0,0,0,0,0,0,,31,0,31,31,31,31,Volt Switch,Thunderbolt,Electroweb,Protect,Yveltal,Porygon2,Metagross,Incineroar,Grimmsnarl
Solgaleo,Weakness Policy ,Full Metal Body,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Sunsteel Strike,Earthquake,Rock Slide,Protect,Grimmsnarl-Gmax,Tapu Fini,Sableye,Porygon2,Rotom-Heat
Grimmsnarl-Gmax,Light Clay ,Prankster,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Spirit Break,Sucker Punch,Reflect,Light Screen,Solgaleo,Tapu Fini,Sableye,Porygon2,Rotom-Heat
Tapu Fini,Leftovers ,Misty Surge,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Muddy Water,Moonblast,Calm Mind,Protect,Solgaleo,Grimmsnarl-Gmax,Sableye,Porygon2,Rotom-Heat
Sableye,Focus Sash ,Prankster,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Will-O-Wisp,Shadow Sneak,Quash,Taunt,Solgaleo,Grimmsnarl-Gmax,Tapu Fini,Porygon2,Rotom-Heat
Porygon2,Eviolite ,Trace,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Eerie Impulse,Foul Play,Trick Room,Recover,Solgaleo,Grimmsnarl-Gmax,Tapu Fini,Sableye,Rotom-Heat
Rotom-Heat,Safety Goggles ,Levitate,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Nasty Plot,Thunderbolt,Overheat,Protect,Solgaleo,Grimmsnarl-Gmax,Tapu Fini,Sableye,Porygon2
Palkia,Life Orb ,Telepathy,0,0,0,0,0,0,,31,0,31,31,31,31,Protect,Hydro Pump,Spacial Rend,Earth Power,Landorus-Therian,Ferrothorn,Indeedee-F,Regieleki,Grimmsnarl
Landorus-Therian,Lum Berry ,Intimidate,0,0,0,0,0,0,,31,31,31,31,31,31,Fly,Earthquake,Rock Slide,Swords Dance,Palkia,Ferrothorn,Indeedee-F,Regieleki,Grimmsnarl
Ferrothorn,Leftovers ,Iron Barbs,0,0,0,0,0,0,,31,0,31,31,31,31,Protect,Leech Seed,Iron Defense,Body Press,Palkia,Landorus-Therian,Indeedee-F,Regieleki,Grimmsnarl
Indeedee-F,Safety Goggles ,Own Tempo,0,0,0,0,0,0,,31,0,31,31,31,31,Follow Me,Helping Hand,Mystical Fire,Expanding Force,Palkia,Landorus-Therian,Ferrothorn,Regieleki,Grimmsnarl
Regieleki,Focus Sash ,Transistor,0,0,0,0,0,0,,31,0,31,31,31,31,Protect,Volt Switch,Electroweb,Thunderbolt,Palkia,Landorus-Therian,Ferrothorn,Indeedee-F,Grimmsnarl
Grimmsnarl,Light Clay ,Prankster,0,0,0,0,0,0,,31,31,31,31,31,31,Reflect,Light Screen,Taunt,Spirit Break,Palkia,Landorus-Therian,Ferrothorn,Indeedee-F,Regieleki
Venusaur-Gmax,Life Orb ,Chlorophyll,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Leaf Storm,Sludge Bomb,Earth Power,Sleep Powder,Torkoal,Whimsicott,Moltres-Galar,Zacian-Crowned,Landorus-Therian
Torkoal,Charcoal ,Drought,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Eruption,Burning Jealousy,Body Press,Protect,Venusaur-Gmax,Whimsicott,Moltres-Galar,Zacian-Crowned,Landorus-Therian
Whimsicott,Focus Sash ,Prankster,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Moonblast,Taunt,Tailwind,Helping Hand,Venusaur-Gmax,Torkoal,Moltres-Galar,Zacian-Crowned,Landorus-Therian
Moltres-Galar,Weakness Policy ,Berserk,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Nasty Plot,Air Slash,Fiery Wrath,Protect,Venusaur-Gmax,Torkoal,Whimsicott,Zacian-Crowned,Landorus-Therian
Zacian-Crowned,Rusted Sword ,Intrepid Sword,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Substitute,Behemoth Blade,Sacred Sword,Protect,Venusaur-Gmax,Torkoal,Whimsicott,Moltres-Galar,Landorus-Therian
Landorus-Therian,Assault Vest ,Intimidate,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Earthquake,Fly,Rock Slide,U-turn,Venusaur-Gmax,Torkoal,Whimsicott,Moltres-Galar,Zacian-Crowned
Groudon,White Herb ,Drought,0,0,0,0,0,0,,31,31,31,31,31,31,Precipice Blades,Rock Slide,Swords Dance,Protect,Venusaur-Gmax,Charizard-Gmax,Whimsicott,Urshifu-Gmax,Torkoal
Venusaur-Gmax,Coba Berry ,Chlorophyll ,0,0,0,0,0,0,,31,31,31,31,31,31,Sludge Bomb,Leaf Storm,Earth Power,Sleep Powder,Groudon,Charizard-Gmax,Whimsicott,Urshifu-Gmax,Torkoal
Charizard-Gmax,Life Orb ,Solar Power ,0,0,0,0,0,0,Timid,31,31,31,31,31,31,Heat Wave,Air Slash,Blast Burn,Protect,Groudon,Venusaur-Gmax,Whimsicott,Urshifu-Gmax,Torkoal
Whimsicott,Focus Sash ,Prankster,0,0,0,0,0,0,,31,31,31,31,31,31,Tailwind,Helping Hand,Moonblast,Sunny Day,Groudon,Venusaur-Gmax,Charizard-Gmax,Urshifu-Gmax,Torkoal
Urshifu-Gmax,Choice Band ,Unseen Fist,0,0,0,0,0,0,,31,31,31,31,31,31,Wicked Blow,Sucker Punch,Close Combat,Poison Jab,Groudon,Venusaur-Gmax,Charizard-Gmax,Whimsicott,Torkoal
Torkoal,Charcoal ,Drought,0,0,0,0,0,0,,31,31,31,31,31,31,Eruption,Heat Wave,Earth Power,Protect,Groudon,Venusaur-Gmax,Charizard-Gmax,Whimsicott,Urshifu-Gmax
Dragapult,Life Orb ,Clear Body,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Surf,Dragon Darts,Phantom Force,Fly,Zacian-Crowned,Incineroar,Urshifu-Rapid-Strike,Amoonguss,Coalossal
Zacian-Crowned,Rusted Sword ,Intrepid Sword,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Protect,Substitute,Behemoth Blade,Close Combat,Dragapult,Incineroar,Urshifu-Rapid-Strike,Amoonguss,Coalossal
Incineroar,Sitrus Berry ,Intimidate,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Fake Out,Flare Blitz,Assurance,Parting Shot,Dragapult,Zacian-Crowned,Urshifu-Rapid-Strike,Amoonguss,Coalossal
Urshifu-Rapid-Strike,Focus Sash ,Unseen Fist,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Protect,Aqua Jet,Surging Strikes,Close Combat,Dragapult,Zacian-Crowned,Incineroar,Amoonguss,Coalossal
Amoonguss,Coba Berry ,Regenerator,0,0,0,0,0,0,,31,0,31,31,31,31,Protect,Rage Powder,Spore,Pollen Puff,Dragapult,Zacian-Crowned,Incineroar,Urshifu-Rapid-Strike,Coalossal
Coalossal,Weakness Policy ,Steam Engine,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Protect,Heat Wave,Meteor Beam,Solar Beam,Dragapult,Zacian-Crowned,Incineroar,Urshifu-Rapid-Strike,Amoonguss
Zacian-Crowned,Rusted Sword ,Intrepid Sword,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Behemoth Blade,Sacred Sword,Swords Dance,Protect,Lapras-Gmax,Ferrothorn,Raichu,Landorus-Therian,Hydreigon
Lapras-Gmax,Light Clay ,Water Absorb,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Freeze-Dry,Hydro Pump,Perish Song,Protect,Zacian-Crowned,Ferrothorn,Raichu,Landorus-Therian,Hydreigon
Ferrothorn,Leftovers,Iron Barb,252,0,0,0,0,0,Serious,31,0,31,31,31,0,Leech Seed ,Body Press ,Iron Defense ,Protect ,Zacian-Crowned,Lapras-Gmax,Raichu,Landorus-Therian,Hydreigon
Raichu,Focus Sash ,Lightning Rod,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Fake Out,Nuzzle,Eerie Impulse,Volt Switch,Zacian-Crowned,Lapras-Gmax,Ferrothorn,Landorus-Therian,Hydreigon
Landorus-Therian,Assault Vest ,Intimidate,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Earthquake,Fly,U-turn,Rock Slide,Zacian-Crowned,Lapras-Gmax,Ferrothorn,Raichu,Hydreigon
Hydreigon,Safety Goggles ,Levitate,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Draco Meteor,Dark Pulse,Nasty Plot,Protect,Zacian-Crowned,Lapras-Gmax,Ferrothorn,Raichu,Landorus-Therian
Solgaleo,Weakness Policy ,Full Metal Bod,0,0,0,0,0,0,,31,31,31,31,31,31,Sunsteel Strike,Earthquake,Rock Slide,Protect,Tornadus,Urshifu-Gmax,Entei,Zapdos,Tapu Fini
Tornadus,Wacan Berry ,Prankste,0,0,0,0,0,0,,31,31,31,31,31,31,Air Slash,Taunt,Tailwind,Icy Wind,Solgaleo,Urshifu-Gmax,Entei,Zapdos,Tapu Fini
Urshifu-Gmax,Focus Sash ,Unseen Fis,0,0,0,0,0,0,,31,31,31,31,31,31,Wicked Blow,Close Combat,Sucker Punch,Detect,Solgaleo,Tornadus,Entei,Zapdos,Tapu Fini
Entei,Assault Vest ,Inner Focus,0,0,0,0,0,0,,31,31,31,31,31,31,Sacred Fire,Bulldoze,Snarl,Extreme Speed,Solgaleo,Tornadus,Urshifu-Gmax,Zapdos,Tapu Fini
Zapdos,Life Orb ,Static,0,0,0,0,0,0,,31,31,31,31,31,31,Hurricane,Thunderbolt,Heat Wave,Detect,Solgaleo,Tornadus,Urshifu-Gmax,Entei,Tapu Fini
Tapu Fini,Wiki Berry ,Misty Surge ,0,0,0,0,0,0,,31,31,31,31,31,31,Moonblast,Muddy Water,Calm Mind,Protect,Solgaleo,Tornadus,Urshifu-Gmax,Entei,Zapdos
Xerneas,Power Herb ,Fairy Aura,0,0,0,0,0,0,,31,31,31,31,31,31,Moonblast,Dazzling Gleam,Geomancy,Protect,Charizard-Gmax,Regieleki,Sableye,Amoonguss,Landorus-Therian
Charizard-Gmax,Life Orb ,Solar Power,0,0,0,0,0,0,,31,31,31,31,31,31,Blast Burn,Heat Wave,Hurricane,Protect,Xerneas,Regieleki,Sableye,Amoonguss,Landorus-Therian
Regieleki,Focus Sash ,Transistor,0,0,0,0,0,0,,31,31,31,31,31,31,Thunderbolt,Electroweb,Volt Switch,Protect,Xerneas,Charizard-Gmax,Sableye,Amoonguss,Landorus-Therian
Sableye,Safety Goggles ,Prankster,0,0,0,0,0,0,,31,31,31,31,31,31,Quash,Will-O-Wisp,Foul Play,Sunny Day,Xerneas,Charizard-Gmax,Regieleki,Amoonguss,Landorus-Therian
Amoonguss,Coba Berry ,Regenerator,0,0,0,0,0,0,,31,31,31,31,31,31,Protect,Pollen Puff,Rage Powder,Spore,Xerneas,Charizard-Gmax,Regieleki,Sableye,Landorus-Therian
Landorus-Therian,Assault Vest ,Intimidate,0,0,0,0,0,0,,31,31,31,31,31,31,Earthquake,Rock Slide,Fly,U-turn,Xerneas,Charizard-Gmax,Regieleki,Sableye,Amoonguss
Mimikyu,Safety Goggles ,Disguise,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Shadow Sneak,Taunt,Will-O-Wisp,Play Rough,Celesteela,Regieleki,Urshifu-Gmax,Palkia,Whimsicott
Celesteela,Power Herb ,Beast Boost,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Flash Cannon,Air Slash,Protect,Meteor Beam,Mimikyu,Regieleki,Urshifu-Gmax,Palkia,Whimsicott
Regieleki,Magnet ,Transistor,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Protect,Electroweb,Thunderbolt,Electro Ball,Mimikyu,Celesteela,Urshifu-Gmax,Palkia,Whimsicott
Urshifu-Gmax,Choice Band ,Unseen Fist,0,0,0,0,0,0,Serious,31,31,31,31,31,31,Poison Jab,Wicked Blow,Close Combat,Sucker Punch,Mimikyu,Celesteela,Regieleki,Palkia,Whimsicott
Palkia,Life Orb ,Telepathy,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Thunderbolt,Hydro Pump,Earth Power,Ice Beam,Mimikyu,Celesteela,Regieleki,Urshifu-Gmax,Whimsicott
Whimsicott,Focus Sash ,Prankster,0,0,0,0,0,0,Serious,31,0,31,31,31,31,Protect,Fake Tears,Tailwind,Moonblast,Mimikyu,Celesteela,Regieleki,Urshifu-Gmax,Palkia
